objectNumber,collection,briefDescription,objectName,title,titleType,material,objectProductionDate,objectProductionDateType,dimensionValue,dimension,dimensionMeasurementUnit,objectProductionPerson,objectProductionPersonRole,objectProductionPersonType,owner,owner Type
76865,Albuquerque Public Art,A portrait of a Common Chama Chicken.,paintings (visual works),Common Chama Chicken,cited,canvas,2014,creation,,,,Julius Meyer,artist,person,Albuquerque Public Art,organization
76868,Albuquerque Public Art,"""I have only realized recently that whenever I'm observing nature, I am not only enjoyingit, but often analyzing what it is out there that I find so pleasing or attractive. What is it exactlyabout the chiaroscuro of leaves shimmering against that skeletal structure of the tree branch at acertain time of year and a certain time of day, that is so very intriguing? Which forms, colors,movement, light or relationships are at work to make me think what I'm perceiving is interestingor beautiful? Even though I've been seeing like this for a long time, and the process is stillsubconscious for the most part, this type of analysis very much informs and in great part, propelsmy work.These pieces become abstract worlds that I live with intensely and at times come toalmost fully inhabit. Of course, the dialog at that point between the work and myself is muchheightened, and the rest of my thoughts and concerns about the every day world recede. In away it feels very much like meditation. I am in the groove.""",paintings (visual works),Susurrus (Summer Evenings),cited,canvas,2014,creation,,,,Kevin Tolman,artist,person,Albuquerque Public Art,organization
76870,Albuquerque Public Art,"""""""Rio Grande Table"""", is a still life in oil of a table filled with vegetables and fruits common to the Albuquerque area. A trastero isagainst a wall, and through a nearby open door can be seen a flowering chamisa with the Sandia mountains in the distance.""",paintings (visual works),Rio Grande Table,cited,canvas,2014,creation,,,,Michael Norviel,artist,person,Albuquerque Public Art,organization
76872,Albuquerque Public Art,"I love the majesty of horses and I'll never lose my attraction for the liberating  experience of riding on a 1000-pound animal with a mindset of its own. The natural elegance and uninhibited  energy in their movement is similar to that of dancers and the desire to capture the beauty of their motion is at once compelling and demanding. I used to think that rodeo was abusive to horses until I met a horse whisperer who showed me that the wild bucking and loud snorting of horses was an important aspect of their natural freedom. This was a therapeutic concept to me, one I wanted to communicate through my photography.",prints (visual works),Red Blanket,cited,photographic materials,2014,creation,,,,Patricia Bose,artist,person,Albuquerque Public Art,organization
76874,Albuquerque Public Art,"After creating the textured metallic base for Tangerine Dreams, I then added papers using a variety of shapes, colors, transparencies, and patterns to harmonize and enliven the work.",paintings (visual works),Tangerine Dreams and Marmalade Skies,cited,canvas,2014,creation,,,,Patricia Forbes,artist,person,Albuquerque Public Art,organization
76876,Albuquerque Public Art,"""Thomas Barrow (United States, b. 1938) draws upon popular culture for his themes and subject matter, commenting most notably on television, real estate, and the automobile. For the portfolio Some Covers of 2002, however, Barrowturned to yet another passion_��his book collection. An avid bibliophile and admirer of graphic book design, he photographed twelve pristine, cherished dust jackets from his personal library. After copying the images onto Polaroid film, he manually transferred the still-moist emulsions onto sheets of watercolor paper. Next he had the images scanned and micro droplets of archival inks weresprayed onto fine-art paper to form the final prints. These high-resolution ink-jet prints were published by Richard Levy Editions and printed by AdamsonEditions, Washington, D.C., using an Iris 3047 printer linked to Adamson's proprietary software. The books depicted show the eclecticism of Barrow's library; they range from the Italian Art Deco Da Leonardo a Marconi (From Leonardo to Marconi), 1932, to a Mr. and Mrs. North mystery, Voyage into Violence, 1956. The portfolio is intended to be installed in a grid.""",prints (visual works),Some Covers,cited,paper (fiber product),2014,creation,,,,Thomas Barrow,artist,person,Albuquerque Public Art,organization
76878,Albuquerque Public Art,"An abstract etching that references structures, buildings and architecture.",etchings (prints),NM12-0013,cited,paper (fiber product),2012,creation,,,,Nathan Everett,artist,person,Albuquerque Public Art,organization
76880,Albuquerque Public Art,An abstract print that features several circular shapes.,etchings (prints),Soapworks,cited,paper (fiber product),2012,creation,,,,Janet Shagam,artist,person,Albuquerque Public Art,organization
76882,Albuquerque Public Art,A figurative artwork that depicts several characters involved in a ritualistic procession.,etchings (prints),Flagship,cited,paper (fiber product),2012,creation,,,,Brian O'Connor,artist,person,Albuquerque Public Art,organization
76884,Albuquerque Public Art,A Cor-ten steel sculpture of a flower blooming in the desert. Speaks to the resiliency of desert flora.,sculpture (visual work),Desert Primrose,cited,Cor-Ten steel (TM),2014,creation,,,,Karen Yank,artist,person,Albuquerque Public Art,organization
76888,Albuquerque Public Art,"This sculpture suggests a whimsical giant's chair, and reflects our fascination with the stars and sky. I was inspired by ancient pictographs found on rock walls in Chaco Canyon. These ancient artists sought to capture these incredible sky features and understand their place in their own lives. This chair functions as an attractive focus for imagination. To watch the moon rise over the park. To see the universe held with our own hand. To remind us that the sky begins at our feet.",sculpture (visual work),Star Chair,cited,Cor-Ten steel (TM),2014,creation,,,,David Wagner,artist,person,Albuquerque Public Art,organization
76908,Albuquerque Public Art,"""Inspired by the ""special magic of living in a place where skeletons dance on occasion,"" Morris created Here's Looking at You, which was purchased by the City and reproduced as a poster for the annual Dia de los Muertos festivities at the South Broadway Cultural Center.  Each year the Albuquerque Arts Board offers a purchase award to a piece at the Dia de los Muertos exhibit to develop an art collection representing this cultural tradition.""",paintings (visual works),Here's Looking at You,cited,oil paint (pigmented coating); linen (material),2008,creation,,,,Iva Morris,artist,person,Albuquerque Public Art,organization
76910,Albuquerque Public Art,"As a part of the Real Deal: Day in the Life of ABQ project, Michael Sanchez created a series of ten panoramic photographs documenting different transportation methods in the Albuquerque area including the Rail Runner Express, bicycles, Rapid Ride buses, and major streets such as Central Avenue.",photographs,Travel Through ABQ: Rapid Ride,cited,photographic materials,2011,creation,,,,Michael Sanchez,artist,person,Albuquerque Public Art,organization
76912,Albuquerque Public Art,"E Pluribus Unum was a large interactive project coordinated by Axle Contemporary, a Santa Fe-based mobile gallery. The gallery truck was turned into a mobile photography studio which traveled to sites around Albuquerque, asking community members to be photographed with an object of personal significance. Over 600 portraits were taken and displayed on the mobile gallery's sides and in the Heart of the City exhibition at 516 Arts. A blended image of all of the portraits was used for the cover of a book about the project, and displayed on posters around Downtown Albuquerque.",lithographs,Of the Middle Rio Grande,cited,ink; paper (fiber product),2011,creation,,,,Margi Weir,artist,person,Albuquerque Public Art,organization
76914,Albuquerque Public Art,"Part of the Real Deal: A Day in the Life of ABQ project, Karen Kuehn created a series of 10 photographs of well-known New Mexico artists.",photographs,Portraits: The Artists of New Mexico (Patrick Nagatani),cited,photographic materials,2010,creation,,,,Karen Kuehn,artist,person,Albuquerque Public Art,organization
76916,Albuquerque Public Art,"The Center of the City project was inspired by a column by Leslie Linthicum in the Albuquerque Journal relating to surveyor Cliff Wilkie's mission to identify the geographic center of the city. To commemorate New Mexico's centennial, the Arts Board initiated a project to commemorate the center of Albuquerque when it achieved statehood in 1912 and at the time of the centennial in 2012. Yamilette Duarte's designs featuring a compass rose, Zia symbol, and the letter ""A"" for Albuquerque were chosen to be produced as iron seals resembling manhole covers. The markers were cast at Highlands University in Las Vegas, NM.",sculpture (visual work),Center of the City Centennial Project 2012,cited,cast iron,2012,creation,,,,Yamilette M. Duarte,artist,person,Albuquerque Public Art,organization
76919,Albuquerque Public Art,"""Inspired by the structures, history, and experience of ballooning, Sky Portal seeks to create a specific place where people come together at the point where sky and earth converge,"" says artist Randy Walker. The design references historical methods of launching hot air balloons which were guided upward with posts and tethers. The artist considered how the piece would be viewed from the ground looking up, and from a balloon looking down.",environmental art,Sky Portal,cited,steel (alloy); cement products; rock; polyester,2014,creation,,,,Randy Walker,artist,person,Albuquerque Public Art,organization
